,Facility Id,Primary NAICS Code,Latest Reported Industry Type (sectors),2020 Total reported direct emissions,2019 Total reported direct emissions,2018 Total reported direct emissions,2017 Total reported direct emissions,2016 Total reported direct emissions,2015 Total reported direct emissions,2014 Total reported direct emissions,2013 Total reported direct emissions,2012 Total reported direct emissions,2011 Total reported direct emissions
2497,1005502,325311,"Chemicals,Suppliers of CO2",841698.98,692074.68,822930.72,698384.32,690362.964,697448.7,626657.436,631119.124,732906.852,740394.74
2500,1000761,221330,Power Plants,2012289.506,1957841.932,2003208.142,2058999.498,2062008.068,2047925.392,1963921.056,2222282.666,2133628.186,1997382.154
2507,1003461,486210,Petroleum and Natural Gas Systems,14022.01,6515.04,10276.328,5564.498,16885.042,29441.166,23367.194,21951.93,31383.2,35375.328
2508,1003443,486210,Petroleum and Natural Gas Systems,25239.468,34186.936,52971.508,23857.878,19963.776,38623.912,26945.962,20087.444,18081.94,20301.876
2509,1003629,486210,Petroleum and Natural Gas Systems,29037.804,34076.392,29026.056,35481.122,27868.752,37565.122,57439.198,32057.486,43543.854,64889.968
2510,1003537,486210,Petroleum and Natural Gas Systems,18894.886,25899.158,25754.96,32728.786,42691.786,33966.982,22390.732,1977.098,3001.742,13428.804
2511,1003512,486210,Petroleum and Natural Gas Systems,35617.876,48627.58,61914.388,40117.658,55936.2,64406.526,81514.766,61031.948,51012.42,52996.262
2512,1004160,486210,Petroleum and Natural Gas Systems,26091.018,21108.176,19856.678,35042.032,22744.87,24431.862,10191.318,1285.398,2587.392,14360.102
2513,1003535,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",16547.45,34771.09,41437.234,42752.216,33778.602,58364.058,30279.688,33180.726,57472.838,27062.56
2517,1003455,486210,Petroleum and Natural Gas Systems,118985.494,125766.11,94441.584,83560.964,82479.562,78595.65,75943.066,68300.022,62174.496,72492.654
2518,1003462,486210,Petroleum and Natural Gas Systems,28643.568,35640.588,36946.08,21009.588,33396.84,44148.508,46743.498,50902.226,44194.452,44387.452
2520,1003433,486210,Petroleum and Natural Gas Systems,23007.218,28564.848,15647.044,46981.744,31910.988,26782.806,3414.246,4502.0,3492.346,8861.318
2521,1003531,486210,Petroleum and Natural Gas Systems,36047.34,36138.688,47457.858,36405.128,35107.23,33507.49,41573.924,46178.152,40232.682,39309.82
2524,1005464,611310,Other,37730.508,42084.14,38000.408,22227.668,29304.64,34837.668,34468.42,37053.86,36112.966,35952.08
2525,1004330,562212,Waste,75928.75,158881.25,77418.148,77427.748,66460.2,57306.85,109052.898,111516.38,103203.5,124221.6
2527,1011676,562212,Waste,15592.75,15418.0,13148.75,13668.5,13531.75,7419.75,10105.25,35894.0,41665.5,41131.0
2528,1007438,325199,"Chemicals,Power Plants,Waste",2228592.126,2171412.544,2090738.486,2159693.064,2402165.976,2356427.806,2240656.182,2230375.252,2138664.086,2115121.498
2529,1000232,325211,"Chemicals,Waste",3704705.598,3844075.646,4150771.764,4108411.462,4547548.354,4732966.386,4852240.934,4934874.23,4846351.902,4941738.898
2530,1001963,325211,Other,3191.588,34017.472,29626.688,27715.696,25178.456,26411.6,27597.196,27232.65,26979.65,27470.9
2531,1004957,325110,Chemicals,39123.288,47423.978,42446.774,38603.894,36505.944,46777.846,40882.516,47106.296,45171.7,50640.796
2534,1007858,562212,Waste,24628.25,25582.0,30661.0,31848.5,33111.75,34394.25,35726.5,17136.0,20863.9194,29175.0
2535,1008013,221112,Power Plants,473313.81,394338.74,552936.7,422632.73,331297.59,312974.954,562316.386,595246.756,629285.66,645945.976
2536,1003142,486210,Petroleum and Natural Gas Systems,15790.442,23207.226,23631.214,25088.16,27481.81,21589.67,25336.758,27175.706,28079.9,26047.82
2537,1002239,211130,Petroleum and Natural Gas Systems,417020.446,470780.102,522066.912,546639.034,635926.832,644396.866,688306.916,695321.224,680328.626,645538.344
2538,1000682,221112,Power Plants,299965.382,328819.754,764149.332,778110.396,950181.088,889573.25,984045.442,1015562.696,1337841.826,1829681.692
2539,1003003,325180,Chemicals,55298.992,48935.416,39546.852,35243.468,51102.508,50935.808,48466.468,44756.332,33444.524,30318.736
2543,1000898,221112,Power Plants,13129.57,15781.782,52294.0,49668.508,155671.486,195255.838,131276.068,93160.106,122001.542,562073.846
2544,1001477,221112,Power Plants,116315.43,106066.226,223265.442,154348.86,523830.8,352054.466,543041.528,247050.824,659652.502,440552.024
2545,1006390,562212,Waste,8190.5,10471.75,80119.25,70032.5,60622.5,37213.0,44636.25,44289.75,21866.5,23801.0
2548,1001581,562212,Waste,26648.5,28211.5,34461.0,36482.5,36620.5,4131.0,733.0,884.25,944.0,1142.5
2549,1000983,221112,Power Plants,1183474.496,1533746.614,3442632.586,4016652.626,3705618.424,3897416.956,3878824.234,4315474.148,3644917.474,4413642.126
2550,1000267,221112,Power Plants,46635.828,34357.772,61781.272,40828.048,58883.432,70805.336,102351.568,119665.156,113714.98,83106.292
2553,1001392,221112,Power Plants,210605.164,222206.906,212896.134,174958.086,243519.272,233953.9,293254.852,87429.818,222041.728,40061.904
2554,1001541,221112,Power Plants,2977903.76,3445925.784,3195811.332,3431750.328,2651271.888,2655220.256,2249648.528,1415821.304,160940.652,5155.98
2555,1000811,221112,Power Plants,1120787.696,850408.6,722755.82,958832.648,706443.884,1086474.624,583630.336,480753.068,937586.576,819902.812
2560,1001454,221112,Power Plants,289451.628,290451.924,325645.344,476160.288,492075.776,481789.362,539783.6,562364.716,498162.204,412244.914
2561,1002473,562212,Waste,25522.75,23473.5,59676.75,45333.75,49873.0,59231.5,25169.75,103817.5,100608.164475,98088.257825
2562,1007630,562212,Waste,59036.0,64916.25,154542.75,122025.0,99148.75,67460.5,89877.0,82675.75,104225.95185,109225.0
2565,1000431,221112,Power Plants,191057.744,250052.972,485608.752,593621.8,536624.012,976437.432,866076.89,704502.933,371792.047,143130.371
2566,1002020,325411,Chemicals,65089.904,69201.438,70737.384,127216.5,127985.31,134249.996,134842.932,140247.904,102581.478,127580.838
2568,1000622,327212,Minerals,3163.192,21343.496,20641.396,20616.996,19187.94,23927.724,23688.774,23098.376,25507.076,26545.076
2569,1002322,327212,Minerals,15469.7,36867.434,38799.724,45863.692,52468.424,58404.744,47003.532,46453.088,45699.29,43225.9
2570,1000521,221112,Power Plants,2897.64,3850.536,6728.924,9444.454,11166.208,9332.516,22683.8,38483.856,38149.998,47140.124
2571,1000817,221112,Power Plants,238677.316,158185.464,145814.828,89480.416,144491.364,77049.612,39326.404,65332.028,72169.032,25659.204
2573,1000312,221112,Power Plants,57265.318,64142.344,174739.75,67012.336,100441.744,65490.198,27899.226,31351.064,84039.462,91830.844
2577,1000211,221112,Power Plants,9204.864,15695.226,147638.924,127302.904,147303.358,125707.53,152983.78,180158.22,179872.058,131126.312
2580,1000491,221112,Power Plants,7062730.168,7603279.218,7944070.47,7462622.836,7276527.384,6930021.938,6486930.61,3282842.148,2038440.34,4674616.68
2581,1001597,221112,Power Plants,461191.364,1663259.848,2312189.894,1961078.506,1999237.334,2210132.592,2315326.292,2917582.698,2595598.648,2833083.848
2582,1007297,221112,Power Plants,660.548,748.148,1912.944,2141.292,17351.134,16486.488,77789.312,48437.22,25831.404,13457.798
2584,1001359,221112,Power Plants,237491.968,157583.716,198855.916,219499.44,712764.108,341635.884,174760.852,164799.988,470281.904,184181.168
2585,1009877,212112,Other,132341.798,133070.648,257184.6,232484.398,308969.948,851489.486,840478.334,1110418.188,931399.844,965332.588
2587,1007325,325199,Chemicals,179178.324,186770.38,184191.0,184792.998,198919.752,200388.836,194622.956,184513.304,181875.316,265333.508
2588,1000317,221112,Power Plants,1070947.58,1050022.708,1125571.428,811351.594,723842.22,692010.436,381162.688,308784.902,356299.232,199979.908
2591,1001046,221112,Power Plants,178919.56,83175.556,86556.756,153956.372,63887.464,64921.734,74352.864,32383.532,51931.598,41544.948
2592,1007388,221112,Power Plants,1155174.868,977986.154,877198.282,940887.212,1433073.34,1321762.052,1081020.592,1133902.648,1440599.514,1419005.29
2593,1000583,221112,Power Plants,266159.964,443687.756,343375.728,182157.876,202547.452,152923.232,173340.908,182258.224,322421.156,261047.232
2595,1006502,221112,Power Plants,178316.24,191710.188,96452.992,98352.636,103712.964,143119.118,105650.308,132778.292,51680.104,44188.722
2598,1000087,221112,Power Plants,56065.992,63013.61,54800.372,43679.055,121634.706,122852.785,104672.094,48603.543,79492.626,120836.96
2599,1005167,221112,Power Plants,30209.332,30650.382,32875.306,31887.074,34772.681,36578.0,33238.397,35025.389,31913.791,36677.156
2600,1004854,333415,Other,52836.95,54029.184,56182.006,51586.154,56689.236,57354.084,59571.138,57159.634,51569.352,53890.946
2601,1005798,221112,Power Plants,33198.124,35040.568,36509.612,30480.136,36388.112,38180.256,37078.56,36103.46,32337.003,30056.136
2602,1008757,212112,Other,2166956.228,2426394.448,2283805.75,2291950.75,1721385.75,1922422.75,1872879.5,1763846.5,1748021.5,2083894.0
2603,1001370,221112,Power Plants,378530.648,519036.076,616950.464,355489.624,516253.884,592348.504,667260.328,753401.508,733968.88,746964.232
2604,1005631,211120,Petroleum and Natural Gas Systems,52907.736,59226.572,56441.192,53666.042,59224.992,68353.156,95722.05,76570.504,88188.582,80415.588
2605,1000316,486210,Petroleum and Natural Gas Systems,35719.488,47220.74,67089.302,40416.316,35021.194,38229.684,24335.128,12753.908,4317.788,25406.058
2606,1002677,221330,Power Plants,63601.36,69253.684,81449.13,72280.628,69965.434,69137.798,62757.944,74642.196,76500.16,76550.088
2608,1006814,325211,Other,122551.488,120010.248,115061.016,113646.972,104488.856,100302.572,97731.632,115182.81,106189.0,57181.0
2610,1000420,221112,Power Plants,33175.628,22488.716,22405.312,49430.014,66803.75,75229.12,60133.66,61465.672,34562.872,52693.804
2612,1000683,221112,Power Plants,716128.372,885279.276,914779.636,1256985.164,1044698.63,1130153.502,1208174.158,1229854.716,803054.204,1013640.188
2615,1001419,221112,Power Plants,659188.058,1246754.71,1358310.222,1157716.986,1344471.286,1347201.034,1445423.428,1652023.89,1298369.82,1898749.698
2616,1000074,221112,Power Plants,7323.088,9812.882,14371.982,25366.656,17666.484,25431.956,10429.812,0.0,1433.096,1450.144
2617,1000745,221112,Power Plants,826.648,1337.994,912.796,3526.836,11473.206,18861.776,59044.104,23480.512,48421.22,92303.836
2618,1006098,221112,Power Plants,57338.988,24158.36,21890.368,50831.712,44091.936,53387.252,24512.56,2295.292,18917.28,4960.032
2619,1006558,322121,Pulp and Paper,64399.0,88587.748,92412.724,103109.276,104403.47,107868.898,121319.886,120909.252,117180.054,107214.374
2621,1004222,322121,Pulp and Paper,61763.268,86018.376,86785.724,78572.104,78831.604,81035.644,84432.384,84575.632,80875.796,83586.784
2624,1008277,211120,Petroleum and Natural Gas Systems,18851.56,23122.952,30367.356,28382.568,39270.37,39320.57,45834.896,26662.344,26261.248,26976.392
2630,1000120,221112,Power Plants,161382.852,173862.256,74587.924,39378.004,114454.676,146300.308,31956.68,113687.728,42398.892,51607.508
2632,1001840,331110,Metals,82291.64,103642.76,100684.42,95063.392,87429.62,97032.984,113873.572,105556.352,109397.588,121615.19
2633,1002764,211120,Petroleum and Natural Gas Systems,37047.602,39987.572,40663.0,35983.046,28555.892,35381.058,31316.98,41241.366,49641.896,49606.248
2639,1007000,324110,"Chemicals,Petroleum Product Suppliers,Refineries",663550.48,726586.876,660102.57,650826.272,689134.61,767314.736,729225.856,770738.626,675115.336,698161.936
2640,1007959,324110,"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",5969593.13,5917240.992,5580514.16,5787700.12,5940916.044,5686561.638,5332974.708,6414722.228,5933102.416,6303441.648
2641,1001544,221112,Power Plants,1151093.58,1686410.772,2285340.72,2183259.95,1387772.75,1643733.23,1816830.398,2151767.85,1976555.568,1806279.248
2644,1002528,211130,Petroleum and Natural Gas Systems,157244.296,114599.028,80689.658,142080.922,177000.788,123570.24,130309.874,144429.672,132496.976,123154.758
2648,1002357,336112,Other,53792.148,72128.628,75761.264,66562.7,67302.596,75622.066,86682.724,94059.996,85128.68,78598.104
2649,1005483,336112,"Import and Export of Equipment Containing Fluorintaed GHGs,Other",41727.292,48101.868,44170.784,42168.492,45498.128,51662.156,51470.256,48782.416,45021.58,46874.224
2651,1005551,336112,Other,68589.792,80573.096,78884.952,79630.2,76181.912,79593.2,89523.312,84521.132,70575.884,73465.624
2652,1005552,331523,Metals,32267.728,34484.32,34489.72,28843.292,29676.688,25158.756,24215.108,23978.66,20779.372,20565.372
2653,1007544,336350,Other,17847.332,20413.524,19939.624,19732.076,22250.016,27550.496,34931.068,37417.61,35605.86,39206.262
2654,1007918,336112,Other,80238.948,96679.636,92057.004,42296.14,33960.072,59083.828,78157.556,81433.844,66605.75,67890.144
2655,1001057,493110,Other,564.748,404.948,507.948,255.8,223.0,361.548,417.948,462.548,387.548,500.548
2656,1005484,336370,Other,8578.068,9222.916,9226.616,8737.168,10561.96,10436.96,11412.108,10346.96,8978.316,12832.152
2657,1005554,336112,Other,71510.68,86819.824,90629.108,81091.344,82760.488,89906.612,96089.288,75436.816,64122.308,78398.104
2658,1005553,336370,Other,6342.476,6194.876,7012.324,4795.832,4762.932,5207.48,6790.424,6347.576,6189.576,5298.48
2659,1005485,336112,Other,67172.048,85134.08,99212.976,101430.968,105968.6,103102.312,108523.192,105810.052,90563.708,93521.448
2660,1005567,423120,Other,4915.332,5848.028,6110.176,5510.28,5530.48,5289.48,6376.576,5852.028,4461.384,5768.028
2662,1007603,322110,Pulp and Paper,28732.092,38911.104,36999.26,31233.75,30212.236,28484.592,30252.436,35807.216,36231.864,38386.456
2663,1006763,562212,Waste,64793.75,70135.5,40108.4,88796.648,88083.148,87733.0,32606.748,26927.35,18713.35,61.5
2664,1005805,486210,Petroleum and Natural Gas Systems,81067.154,73045.386,85444.482,71332.038,83788.538,89753.616,73630.132,66928.952,81465.648,72412.828
2665,1006608,322121,Pulp and Paper,157153.926,146184.606,129321.124,123337.014,148086.836,91776.752,102687.112,94109.12,101692.864,119848.876
2666,1003814,562212,Waste,34789.25,15373.25,226551.0,85384.75,63177.5,83797.5,64757.0,65120.75,78895.0,88172.5
2668,1008735,331110,Metals,37284.376,41499.112,44834.656,39858.724,35015.892,35975.484,45726.504,32579.992,20713.034,6395.8
2669,1004516,562212,Waste,39243.0,80543.7,71551.0,74448.35,67576.85,67566.05,63893.25,51131.1,63323.1,48357.1
2671,1007548,325212,Other,82494.24,95747.44,100385.272,94483.244,96357.388,93893.496,96753.636,97388.29,87028.88,95039.89
2672,1002589,325199,Chemicals,226334.754,196032.118,209355.89,223971.598,287796.014,266712.398,136970.246,275133.436,261364.888,187755.124
2673,1002438,322121,"Pulp and Paper,Waste",224055.174,114819.284,104873.47,115673.878,116477.974,108418.906,108224.056,88519.53,96441.788,103164.072
2674,1007753,562212,Waste,67898.624,70828.618,51734.456,51076.178,44475.712,36939.15,24980.456,33204.47,46783.580537,49276.259077
2675,1006251,562212,Waste,29145.012,28355.126,28938.47,24794.438,24663.13,34653.932,35207.816,36862.376,40575.357389,44606.014163
2676,1003156,321219,Other,58692.628,60131.324,60355.972,60544.872,54460.044,54294.896,51626.656,53792.348,49678.512,48865.916
2677,1004877,321219,Other,54561.844,58779.428,59251.476,57719.132,61196.82,45449.328,47728.52,51011.408,47568.724,46645.976
2680,1006534,325193,"Other,Waste",169695.712,177931.28,174619.092,173106.546,174406.686,174237.786,124145.33,141557.516,179501.1,184446.242
2681,1009067,324110,Refineries,506872.3,582539.232,512237.828,515061.67,564570.304,572970.32,589379.344,530152.554,526174.164,557367.03
2682,1009066,324110,Refineries,2540550.902,2545936.962,2754503.242,2556209.176,2389375.914,2345222.374,2349637.618,2272811.932,2437939.538,2371957.408
2683,1004079,325193,"Other,Waste",188166.59,179324.52,178465.372,178151.874,170439.702,162423.88,166652.914,159368.99,157509.594,152155.41
2684,1003834,325193,"Other,Waste",165486.976,173515.696,169935.454,171117.246,167665.81,160103.84,158729.002,158172.562,151297.718,146871.334
2685,1003970,325193,"Other,Waste",175945.736,180091.314,175326.382,177757.12,168420.958,165954.268,151104.326,155696.154,161061.534,155585.852
2687,1002780,486210,Petroleum and Natural Gas Systems,71490.004,59714.244,66633.78,58262.176,65606.944,63368.896,55200.584,53274.52,47997.242,51269.24
2688,1002781,486210,Petroleum and Natural Gas Systems,41261.678,45278.336,68018.126,83980.676,56665.228,50013.776,35256.812,28785.72,30747.852,29772.3
2689,1002784,486210,Petroleum and Natural Gas Systems,60714.36,59010.85,60882.6,60764.468,63726.038,55950.17,70117.578,55913.47,57348.298,60942.97
2692,1002837,486210,Petroleum and Natural Gas Systems,131735.226,134484.022,152504.714,133362.944,157526.152,140674.492,114427.058,58116.9,69607.074,59626.45
2693,1002827,486210,Petroleum and Natural Gas Systems,121151.144,86640.408,115755.734,98479.164,181901.562,136447.006,116086.612,117209.42,150317.572,114936.85
2694,1002838,486210,Petroleum and Natural Gas Systems,29020.958,33182.094,45275.826,35079.686,46212.484,31903.292,29720.41,27751.02,20197.19,23904.22
2695,1002841,486210,Petroleum and Natural Gas Systems,64178.95,77078.362,125599.954,74899.586,90169.008,103272.468,41565.172,34533.7,66321.638,63393.93
2696,1002842,486210,Petroleum and Natural Gas Systems,40129.806,49982.572,47017.03,42420.404,49911.568,52705.162,47424.778,44896.99,46875.98,53706.05
2697,1002844,486210,Petroleum and Natural Gas Systems,87242.7,103246.82,116672.066,101836.626,128076.18,121624.806,96249.682,87859.88,111266.4,44271.99
2698,1003725,486210,Petroleum and Natural Gas Systems,39605.714,62898.234,64338.404,63812.712,71659.662,56486.962,47657.796,45102.29,49403.532,59689.4
2700,1003148,486210,Petroleum and Natural Gas Systems,25497.376,83033.202,56997.442,25894.874,25818.722,33631.274,30010.56,18442.14,24970.878,12483.31
2703,1003191,486210,Petroleum and Natural Gas Systems,54343.566,70942.47,79664.222,78188.924,65779.26,68708.388,65426.148,60292.55,63487.846,61329.05
2704,1003192,486210,Petroleum and Natural Gas Systems,56723.53,53326.868,62629.02,53003.39,40832.528,28681.376,30072.428,15914.41,46416.1,47661.19
2705,1005263,327120,Minerals,38011.008,41913.044,49478.18,52976.506,52552.956,51725.408,50459.76,45938.528,42780.488,37002.16
2706,1004308,562212,Waste,14704.75,12586.5,9080.5,8364.75,8704.0,76954.25,82034.0,46229.25,16836.2,13963.1
2707,1006693,562212,Waste,34292.0,27075.25,33592.25,34484.75,32917.25,34328.75,48282.25,53070.0,30702.5,21172.25
2708,1001836,311920,Other,23380.912,23912.46,23006.564,22486.916,24087.26,26479.3,25379.904,24956.856,23772.46,24802.656
2709,1007198,562212,Waste,126736.0,83575.5,116831.25,110011.25,104841.0,110778.5,68402.75,114855.0,181540.0,169120.0
2710,1006758,562212,Waste,24526.25,25955.25,25661.0,23044.25,23708.5,27993.0,23171.5,23021.8,23415.1,25797.4
2713,1005024,336112,Other,66404.4,82742.388,89385.264,78339.156,81791.192,90609.308,109352.988,83689.884,66514.0627606211,89067.93206328
2714,1002626,336112,Other,74118.92,85108.08,89764.512,85184.98,93018.7,86781.124,83100.288,78044.856,73238.28286319801,75605.83415923988
2716,1004951,336112,Other,45936.828,60383.872,64603.556,61648.668,67420.896,61546.268,66422.9,56551.588,42090.88195091232,19115.55121136544
2717,1002755,336111,Other,55916.238,73390.672,64646.056,57154.474,50605.716,66415.814,71093.37,69560.48,62463.16230124239,64641.93698800231
2718,1000104,336111,Other,27074.248,33175.176,33705.524,33442.524,39126.652,37066.96,51003.308,50430.56,44846.1634693968,53146.0212864192
2719,1006754,541715,Other,25682.804,68241.244,70507.884,66008.152,73332.324,78063.056,80834.896,78305.756,68309.16458905692,74179.69448537548
2720,1005668,336112,Other,61498.668,78896.952,81529.344,74507.72,70190.136,72915.676,67178.748,66594.9,57803.77147225714,61012.73276415058
2722,1003262,336350,Other,25165.756,31814.48,32770.776,29511.888,32570.628,41531.844,57167.384,51449.656,45504.18129549289,49794.34258804545
2724,1006032,324110,"Petroleum Product Suppliers,Refineries",13769.422,14870.806,14299.716,14335.064,16020.336,16598.824,14195.818,15006.504,14767.11,15504.946
2725,1003623,562212,Waste,15770.45,14964.65,17403.0,21009.1,32260.2,32104.0,40020.8,40534.1,57079.0,56992.7
2726,1004309,562212,Waste,4476.75,6038.5,6287.25,4426.0,4684.75,4247.75,4934.5,5625.0,7312.5,8727.5
2728,1006010,325211,Chemicals,402011.736,418892.472,384118.66,360930.168,372370.14,344582.22,367999.824,338031.596,355184.312,308259.712
2729,1006691,325211,Chemicals,3146143.684,3891279.804,3738177.17,3459659.464,3720405.49,3900765.016,3640054.538,3822902.342,3629031.332,3802343.056
2730,1006085,221112,Power Plants,4050476.64,4062703.444,4102876.796,3654770.856,3647766.932,3783381.632,3432362.732,3254187.444,3707516.46,3395616.564
2731,1009593,211130,Petroleum and Natural Gas Systems,59961.836,60900.686,58100.8,50139.882,24050.378,36830.49,34289.836,40893.156,36543.4,42627.95
2732,1002321,562212,Waste,174173.5,131615.5,196870.75,157787.5,133649.5,122386.5,152862.25,127770.0,117596.75,170966.75
2733,1007910,928110,Other,45236.77,33937.908,45126.468,39252.342,50665.488,55973.19,60169.834,63434.3,54218.606,47433.768
2734,1002699,562212,Waste,26695.226,23753.746,34686.178,42550.024,35829.63,29889.448,26895.584,35420.0,48973.75,47703.5
2735,1002890,928110,Waste,67258.292,82870.482,75000.66,69779.68,68488.234,66770.39,61254.96,68183.436,59875.62,57946.516
2736,1003701,928110,Other,22373.158,39385.544,41112.196,38266.652,46658.36,44321.234,47431.814,52321.254,33160.92,48293.512
2737,1006026,562212,Waste,75552.75,78179.75,76003.25,118798.25,145810.5,93138.5,59438.5,70420.25,124047.75,106972.75
2738,1004561,562212,Waste,2372.5,2136.25,2646.75,2647.5,4497.25,4605.5,3622.5,2762.5,3847.5,4657.5
2739,1004010,562212,Waste,109479.5,84666.25,82332.75,103758.0,72163.25,90883.25,104378.75,87977.5,59275.0,177105.0
2740,1002205,311615,Other,48956.716,45531.58,46282.776,40280.3,45793.828,45145.832,42651.04,44284.786,43598.536,40015.9
2741,1004751,562212,Waste,71560.0,74859.55,70132.55,73974.9,83370.15,88301.4,78228.75,77093.05,57212.2,78420.75
2742,1000881,562212,Waste,57891.5,57145.25,56284.0,55644.5,55136.5,54705.0,54222.5,53634.0,52581.25,51702.5
2744,1003031,562212,Waste,4098.148,3000.748,2526.048,2372.198,3056.6,3703.3,3912.25,3654.55,4591.25,5284.05
2745,1003787,562212,Waste,192587.9,171427.15,115649.6,132482.95,223129.15,179606.0,201033.55,87000.0,115421.0,187764.298
2747,1004247,562212,Waste,47805.926,68329.284,77801.476,73300.706,63949.042,64550.388,76832.436,80622.802,71930.758,58750.544
2748,1006016,221210,Petroleum and Natural Gas Systems,58378.67,58220.54,13880.308,18564.416,456600.198,19282.852,39179.598,37179.152,21661.502,22344.55
2749,1006947,331410,Metals,87960.268,82261.328,87463.706,76452.446,80878.79,80814.34,74482.066,97427.13,85005.376,92074.746
2750,1003712,325412,Chemicals,73194.224,70464.184,68328.992,65500.804,64634.656,59235.876,60118.372,58992.722,54802.444,53606.448
2752,1003521,562212,Waste,14555.55,21698.7,28174.95,28411.9,24523.95,25781.1,32207.75,35006.8,60269.8,53504.6
2754,1004983,311919,Other,38956.252,40524.948,40174.9,41562.744,41757.444,41932.84,40587.548,39344.704,39673.498,40755.048
2755,1005677,311919,Other,55436.992,49703.012,49127.164,27983.858,64553.488,69592.742,69520.188,67711.14,68714.07,71982.734
2756,1004898,311919,Other,28300.344,27909.744,25669.104,29285.94,30572.384,26044.852,30225.036,28917.992,26614.7,30188.936
2758,1006942,325193,"Other,Suppliers of CO2",30270.536,37616.208,37066.86,36660.012,36310.764,36282.264,38294.856,37412.96,37532.01,40330.94
2759,1003911,562212,Waste,98092.648,285099.998,276589.398,221013.8,194791.8,168475.2,128247.75,119735.5,54097.0,106176.25
2762,1004894,562212,Waste,22270.348,28277.396,32825.998,14486.798,18165.098,17503.6,25088.598,16805.15,25042.4,24403.75
2765,1006212,327310,Minerals,539609.86,501472.07,487852.54,512027.17,463986.94,522553.66,417551.24,523133.25,528367.72,297402.99
2766,1009580,334413,Other,27943.46394,30022.50997,23049.928591,24446.1777,24870.42976,35014.23973,46103.51,33019.716,33181.37,34128.044
2768,1009581,334413,Other,22665.097094,23139.004488,28155.027201,26362.078473,29508.222201,33404.309171,33950.870141,34188.379,40929.836,49654.343
2769,1001407,221112,Power Plants,2936239.968,2618360.248,2590882.8,2848632.344,3252415.648,2452328.008,2730615.128,2955963.396,3189408.128,2780100.196
2770,1003202,562212,Waste,77352.75,81110.25,75016.75,90878.5,57755.75,22243.75,52252.25,26210.0,19125.0,23065.0
2773,1007084,562212,Waste,49481.624,49809.878,63985.982,57311.964,47473.51,49690.54,51895.55,71826.85,78559.5,37948.2
2777,1010674,311615,"Other,Waste",25951.384,25103.632,22560.682,26800.684,24738.384,31786.332,38538.13,35895.778,30761.782,33863.834
2779,1007314,221112,Power Plants,278068.32,300448.688,251160.908,253416.512,247614.532,191411.44,136849.268,230501.084,298153.796,118542.812
2784,1006938,221112,Power Plants,73013.52,75116.616,78351.046,78208.998,71098.368,77220.44,72039.118,39838.346,43271.586,42374.236
2785,1009437,331110,Metals,71787.65,82487.55,50915.15,35350.75,35298.35,55964.25,43951.95,88182.198,151845.778,152544.692
2787,1009616,327993,Minerals,27566.896,31009.284,29968.388,30390.736,32809.076,30903.284,31520.332,29989.986,27302.948,26938.948
2788,1004853,313230,Other,93077.998,88874.216,94636.044,87195.872,84956.68,86989.408,93167.424,79305.498,75837.662,53121.098
2797,1007203,221112,Power Plants,1925107.762,2460304.952,2701128.916,2773425.104,2185640.568,2967645.874,3539996.374,3044359.314,3795466.45,3820716.158
2798,1006863,325193,"Other,Suppliers of CO2,Waste",51155.608,173838.196,164786.98,162267.888,150045.132,159844.148,160688.496,97589.928,112870.122,149535.478
2799,1002073,325193,"Other,Waste",174612.316,158921.292,161314.882,169512.15,167084.01,160316.644,153843.02,153155.624,160577.136,170219.348
2800,1006275,325110,Chemicals,678758.758,640491.184,699997.768,525095.118,670656.606,603804.396,556707.922,500932.61,552252.17,527907.486
2801,1003573,325193,"Other,Waste",147218.894,150633.226,153761.868,140190.414,144386.048,134961.192,142445.764,136262.436,134101.692,120941.484
2802,1009505,325194,Chemicals,104233.152,106043.33,102960.356,99743.912,108547.936,110099.718,114111.668,107471.396,97952.324,97369.324
2803,1006985,324110,"Chemicals,Refineries",3983427.008,3967494.846,4024135.81,3946457.652,3733044.58,3649715.274,3508558.914,3595203.876,3682795.758,3637544.582
2805,1003223,211130,Petroleum and Natural Gas Systems,191057.494,167817.24,181993.978,143215.572,128067.684,146526.464,142485.354,153598.428,141630.236,161789.336
2806,1005785,611310,Other,20756.972,21218.32,27981.04,30052.136,26529.1,26858.448,30712.682,28607.892,27573.996,28234.488
2808,1000345,322110,"Pulp and Paper,Waste",392951.378,388880.988,409235.134,384079.89,415878.57,308783.264,301180.118,292396.882,337284.516,339982.354
2809,1007044,562212,Waste,69829.5,55736.0,70490.5,77798.25,115184.5,77548.75,84658.5,83055.0,90767.5,119160.0
2810,1006752,336111,Other,53778.348,56921.936,61529.068,54641.544,53114.3,51637.756,57446.684,56136.088,46600.2706264976,46964.8046629274
2811,1001722,336111,Other,45536.228,54313.296,52381.952,55172.992,59443.376,63345.412,60170.424,61024.92,54012.620320528215,53701.77241601313
2812,1001410,221112,Power Plants,1341055.986,1768902.866,1315048.018,1723285.73,1507384.35,1494567.898,1546298.67,1490592.376,1574008.016,1833005.656
2813,1004989,331492,Metals,23146.132,20412.784,25193.632,24521.832,31955.632,36507.084,40923.784,21398.3,20601.3,43858.0
