,Facility Id,Primary NAICS Code,Latest Reported Industry Type (sectors),2020 Total reported direct emissions,2019 Total reported direct emissions,2018 Total reported direct emissions,2017 Total reported direct emissions,2016 Total reported direct emissions,2015 Total reported direct emissions,2014 Total reported direct emissions,2013 Total reported direct emissions,2012 Total reported direct emissions,2011 Total reported direct emissions
275,1001945,311221,"Other,Suppliers of CO2,Waste",172749.802,179688.874,171572.004,185159.484,176265.81,171890.882,164525.604,166062.3,179603.53,203120.11
276,1005935,311224,Other,158309.996,141355.636,151663.722,149209.38,144261.97,157216.97,155066.48,152872.412,172839.486,158937.99
277,1005940,311224,Other,44384.432,44703.432,40933.894,38830.302,40250.096,31361.23,42239.64,36978.912,37476.908,45864.426
278,1007937,331315,Metals,233394.472,266980.496,269908.284,258745.576,253162.596,260372.02,260148.42,219851.812,202071.836,192719.792
279,1004649,331314,Metals,47815.22,60170.524,58402.48,57538.984,57738.332,55985.44,50218.86,52438.6,49414.9,48664.9
280,1002795,331315,Metals,158260.104,184841.104,220565.72,216972.484,226576.696,208571.22,187277.744,197084.01,193670.53,191617.2
281,1003456,562212,Waste,23291.746,24782.508,26145.728,32942.296,33320.442,36823.972,25329.366,26030.48,35364.131559,33983.985436
282,1006659,327310,Minerals,927478.25,992541.6,919642.17,636056.96,642034.18,823841.25,705085.72,838343.1,694436.48,787957.41
283,1007566,327310,Minerals,866766.086,1026935.486,878900.964,836623.056,924616.058,971089.646,987946.792,890975.886,720826.916,657438.75
284,1002442,325211,Other,61347.02,63584.412,61767.968,68340.892,70747.384,72877.576,76049.664,73580.172,70344.884,71244.432
285,1006199,611310,Other,59391.476,51184.808,45235.98,43697.536,45951.276,42774.488,44946.68,48082.068,46195.57,42019.792
286,1006203,325193,"Other,Suppliers of CO2",101169.92,106934.348,108931.74,104231.808,116259.012,116849.26,124082.382,128035.068,111242.132,111612.88
287,1002209,327410,Minerals,416896.442,513751.634,487620.722,423261.41,420090.344,407755.93,502541.252,409862.912,435943.39,475719.48
288,1005801,331221,Metals,65059.348,58586.176,72100.716,84286.772,41015.068,56052.904,84243.56,64572.716,52675.316,53185.876
289,1006644,325199,Chemicals,64880.056,55912.54,51820.904,51704.656,50389.46,55007.492,62952.912,66584.8,53116.6,90502.458
290,1006797,325110,Chemicals,84880.88,82208.34,80117.3,56877.936,55626.04,58681.98,60359.472,62800.864,56227.188,59617.776
291,1005721,325120,"Chemicals,Industrial Gas Suppliers",614181.108,910259.444,1033525.213,1157267.9035,1191846.095,1269471.917,1562988.392,2712916.284,3035446.668,2839391.292
293,1006785,327310,Minerals,183951.16,192341.94,161860.5,181805.3,198624.9,150925.5,135075.42,155274.06,159648.44,126569.48
294,1003208,339999,Other,67167.348,69552.036,72242.328,72893.824,76784.06,72710.628,70805.584,73834.69,69736.91,62225.3
295,1002968,339999,Other,25305.504,28902.492,30819.584,32991.576,31868.48,31673.98,34039.672,33336.024,33027.976,33602.444
297,1002515,211130,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",95492.496,87568.538,84506.288,81312.954,93394.372,108938.6599,98033.128,112787.803,113956.86,110084.588
299,1002494,331410,Metals,17097.736,49706.312,54598.144,55119.992,58931.628,59865.024,59677.576,60984.02,59864.924,65568.952
300,1002486,331410,Metals,304.248,42399.54,48601.468,45314.98,52671.452,49819.712,55420.892,52374.352,59368.476,59748.424
301,1002190,325199,Chemicals,598486.844,632657.864,661603.324,573064.052,586190.484,593016.96,593225.788,594972.03,603350.18,624388.58
302,1003975,325211,Other,45043.38,46225.376,49586.512,49183.364,48729.916,45037.58,46215.676,48990.42,48744.464,47655.02
304,1002665,327310,Minerals,1024577.124,1009027.444,1137222.564,1114299.404,1097697.164,1015317.564,956918.624,788864.904,781679.58,745429.29
305,1002421,327310,Minerals,668482.528,690359.288,713634.068,674956.228,598198.188,576068.7,562651.384,1368052.8,924087.4,875515.6
306,1002527,327310,Minerals,685016.71,692998.07,713769.92,715805.52,571087.59,715119.18,696286.67,491868.244,453138.25,461532.18
307,1007552,327310,Minerals,577517.612,604769.046,722383.244,711186.424,703851.376,741354.972,819225.468,654563.1,678085.01,805528.52
308,1002531,327310,Minerals,320046.372,301601.37,301516.498,281874.03,309558.686,338101.636,271046.462,333805.504,279845.502,226547.064
309,1002537,327310,Minerals,346010.2,366012.61,362562.57,355512.868,383836.158,495030.002,522981.72,354807.554,305297.85,311932.2
310,1007606,327310,Minerals,856858.272,916250.412,944440.49,749175.146,897851.898,900421.388,791140.036,645468.544,531702.69,599658.19
312,1003496,221330,Power Plants,40166.148,49449.064,69010.34,54069.044,49957.412,52992.0,66643.448,68416.344,68090.296,70545.94
313,1004576,221112,Power Plants,2201073.13,2452393.404,2584176.432,2311839.5,2461776.674,2643761.718,2570291.69,2274035.84,2585286.852,1887637.568
314,1007800,562212,Waste,274346.5,298721.75,325955.5,318666.5,247960.0,306673.5,212940.25,181532.75,224095.670875,252783.567
315,1006056,562212,Waste,62738.25,59109.5,58354.25,51977.25,49907.0,51762.75,34530.75,68630.75,48893.0,85751.25
316,1006778,331492,Metals,42349.728,61825.2,62014.052,61558.802,59027.71,58378.768,62650.852,57878.518,59914.21,62138.646
317,1005442,332112,Other,55745.44,64515.608,63727.46,52931.9,47383.772,54771.044,58726.528,59712.176,67156.696,66937.748
319,1002571,336415,Other,49600.404,50173.246,46413.422,45625.924,41120.004,33530.988,41307.138,43074.688,40819.348,39323.494
321,1001858,562212,Waste,71103.35,53852.4,43933.95,38092.4,30659.85,30441.998,18451.698,52598.348,36428.4,57903.098
322,1003826,562212,Waste,231256.298,184946.648,134717.148,133374.14,61221.176,100462.782,194764.85,213177.642,173364.532563,132494.677
323,1003034,562212,Waste,4668.098,3646.596,5680.248,6877.148,5552.104,7019.598,8554.578,7419.448,6236.3,9444.25
324,1005000,331314,Metals,44827.532,51941.404,48901.516,47856.82,47923.62,43954.284,45900.328,43893.484,39765.4,38602.304
325,1006344,562212,Waste,116144.9,113266.45,110252.25,107372.05,104792.0,102457.9,100418.0,98257.994,96147.25,94204.75
327,1007346,327410,Minerals,226951.412,249979.048,203841.262,185296.0,213099.458,221514.254,357903.524,281275.02,301930.446,271237.82
328,1006132,562212,Waste,81172.898,68146.348,63569.598,74434.348,79523.9,82994.65,80717.796,91942.796,89570.906168,83630.234
329,1005770,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",279699.31,307438.91,309794.794,315057.73,318369.268,257597.192,231843.784,255894.302,248504.588,255818.33
330,1003033,562212,Waste,71331.3,69259.948,68399.448,73971.848,105143.9,113896.05,151066.85,62978.8,62558.898,46204.348
331,1003328,562212,Waste,21630.75,43687.25,37394.5,34486.75,37803.0,74477.25,87408.5,82835.0,94270.0,82940.0
332,1003082,211130,Petroleum and Natural Gas Systems,41361.97,49639.128,45376.032,37267.71,31438.684,46636.874,37098.322,40153.664,36372.126,37852.87
333,1007682,562212,Waste,100706.25,105977.35,97828.85,91034.844,92595.882,118184.624,100518.88,107716.824,111587.922,115667.716
334,1000378,311514,Other,27938.244,32823.076,29488.988,35043.068,32389.428,29317.54,29721.988,27281.848,25899.104,27240.148
335,1003205,311514,Other,28943.892,26589.5,29912.436,27246.348,26451.148,27510.694,28419.686,28021.744,26587.7,28404.944
339,1007357,562212,Waste,157146.25,121952.0,113240.0,117114.75,82776.75,66878.0,66642.5,69770.0,63332.5,98420.0
340,1001347,221112,Power Plants,2135553.436,1970577.096,1773782.328,1881625.476,2613801.864,2608096.584,1792453.16,1543046.432,1871462.764,1323701.996
341,1008234,486210,Petroleum and Natural Gas Systems,24029.77,19969.488,27725.36,26376.12,20734.384,22735.122,23567.266,23114.338,19276.994,48675.934
342,1000125,221112,Power Plants,1185036.36,1209259.195,1238247.512,1277137.893,1346241.062,997667.577,324928.496,91728.812,1088594.016,705165.288
345,1003446,562212,Waste,105183.616,81773.904,77435.238,76916.076,113222.416,138760.55,139447.448,185263.848,3131.146,329.846
346,1000603,325180,Chemicals,267310.796,314396.0,347515.0,318161.0,321749.0,344528.0,312312.444,357969.292,337816.21,363554.58
347,1000089,325194,Chemicals,164593.68,158014.402,158305.702,152188.426,151233.43,153432.77,153116.624,143873.942,145446.852,134270.41
348,1005068,335991,Other,28014.644,26845.7,3251.592,17952.932,18550.978,23567.112,27306.148,24554.408,25573.004,20118.372
349,1010185,331492,Metals,246012.0,245556.0,174739.2,155040.0,198360.0,134748.0,125126.4,121296.0,100160.4,112928.4
350,1006553,221112,Power Plants,104021.008,140119.872,133142.048,138631.928,108673.64,111038.432,118194.404,137789.632,117987.556,130681.908
352,1002316,211120,Petroleum and Natural Gas Systems,97171.584,142478.464,165390.28,179811.824,185815.7,180893.672,183343.16,178738.128,156807.564,148200.744
353,1002156,211120,Petroleum and Natural Gas Systems,67002.548,70655.684,90116.26,99864.424,116053.664,194724.32,176143.336,175985.888,196441.76,192528.624
354,1006844,211120,Petroleum and Natural Gas Systems,216175.836,170195.26,130327.46,111426.88,75143.468,56681.536,57614.184,55559.34,63930.76,74106.32
355,1006845,211120,Petroleum and Natural Gas Systems,1589398.364,1504685.688,1573359.924,1666933.276,1654791.524,1590645.21,1511254.364,1482415.11,1341930.67,1431208.538
356,1003702,211120,Petroleum and Natural Gas Systems,10462.06,19924.924,22454.516,21376.62,21037.42,29928.688,41540.744,26906.548,24300.808,26042.752
357,1002315,211120,Petroleum and Natural Gas Systems,36634.912,27912.644,17236.636,19277.728,22191.016,23919.06,28988.64,32791.376,40374.348,40111.348
358,1006405,211120,Petroleum and Natural Gas Systems,202100.388,219827.472,218492.828,226275.248,219416.076,244581.232,247552.256,250940.256,226997.944,226194.6
360,1005790,211120,Petroleum and Natural Gas Systems,186319.748,207797.52,209048.864,187631.892,173609.596,191693.528,202019.54,196832.76,198452.352,207253.068
361,1006914,211120,Petroleum and Natural Gas Systems,184815.004,252039.4,266612.696,301002.516,301301.516,375813.484,405239.924,390165.932,416432.28,437710.9
362,1005635,211120,Petroleum and Natural Gas Systems,31077.084,46851.324,45439.528,46398.024,45827.676,43986.384,46336.472,47747.572,44381.184,44033.884
364,1006846,211120,Petroleum and Natural Gas Systems,263148.108,400996.14,419020.772,426258.844,208731.416,222975.86,218132.772,186295.148,163003.536,143046.312
367,1006556,221112,Power Plants,391888.048,385159.272,345869.068,181474.228,252591.164,281481.708,234753.132,290599.224,198081.916,124164.14
369,1002365,311224,Other,74437.52,74493.32,75449.416,69113.64,39500.096,14104.046,14885.692,24655.808,35817.11,25867.752
372,1012864,311513,Other,31492.432,32464.976,30419.236,29563.84,27894.444,28290.344,28330.444,25862.852,25768.852,25771.852
377,1007206,221112,Power Plants,201479.904,153454.08,103493.616,135727.148,61508.824,77901.364,16814.688,55753.144,41628.644,33352.828
378,1000423,221112,Power Plants,8753.568,2451.94,4667.532,6495.276,3583.336,8082.52,13177.952,22145.868,24003.012,6582.376
379,1007273,322121,"Pulp and Paper,Waste",187953.88,212119.088,208026.632,205680.174,201967.868,180446.964,198226.934,164570.406,165673.562,171726.06
381,1005991,322121,Pulp and Paper,175364.534,183474.948,206779.244,219444.594,197159.402,227234.886,237529.882,237367.508,255028.912,244661.476
382,1004045,322121,Pulp and Paper,47591.362,49970.93,56075.554,60118.648,69666.638,107437.982,104554.928,97122.944,93353.91,92251.13
383,1007253,325120,Chemicals,61783.5,66107.0,68968.3,63461.3,60209.1,64413.1,64110.4,58995.0,63355.8,63139.0
384,1006711,325120,Chemicals,502109.9,608977.6,738809.5,657651.9,635090.0,575493.3,639278.6,599565.8,535907.4,493718.1
387,1004442,325120,Chemicals,180834.8,155131.6,184876.2,197435.6,198265.5,159113.5,167395.0,187878.0,184717.0,226260.0
388,1006943,325120,Chemicals,377657.4,508201.0,485047.8,562436.4,531770.3,501160.7,556162.9,560049.0,606374.0,638402.0
389,1003160,325120,Power Plants,97229.116,115987.492,82627.776,86904.74,97517.44,90494.124,96054.412,102193.88,105855.788,90681.64
390,1006402,325120,"Chemicals,Suppliers of CO2",2423360.882,2514239.7,2645865.318,2619699.842,2424128.478,2568728.726,2621032.652,2651885.94,2464422.772,2282483.5
396,1004586,325120,Chemicals,806336.0,912900.0,742359.2,934705.4,894837.8,860866.6,907356.0,854976.0,724351.0,806956.0
397,1005852,325120,Chemicals,102214.9,78336.0,89826.0,98269.3,52166.8,33806.1,72582.2,86837.9,103681.2,93135.5
400,1010624,311710,Other,50186.072,47920.766,49749.926,49049.198,52174.846,50711.874,52024.604,52318.948,50747.614,43930.304
402,1006235,314110,Other,12131.404,15658.44,14462.638,14589.996,14597.044,15309.58,16475.83,17761.982,29606.394,28301.872
403,1005138,562212,Waste,125546.25,125209.25,123568.0,121429.0,122302.75,119231.5,116036.25,112634.25,109351.75,106525.0
405,1007208,327999,Minerals,785478.102,817272.706,773418.264,807286.85,827666.328,755595.388,764607.16,727844.45,788394.16,773786.08
406,1010937,221112,Power Plants,31310.888,30660.05,30331.504,30858.096,30806.198,31203.996,31571.39,32166.98,32922.71,31689.48
409,1003570,325180,Chemicals,111194.776,121430.486,122284.234,112469.774,106854.446,112093.324,110614.984,112158.33,108479.6,100780.12
410,1009825,622110,Other,31777.98,47179.802,44983.246,39028.198,38217.946,38757.238,39197.696,39545.21,35328.91,36610.834
413,1003448,325412,Chemicals,29740.788,30595.984,34130.472,33949.772,34734.518,33980.072,31403.732,31336.732,30541.38,30201.436
414,1003411,562212,Waste,34311.0,30484.75,28735.25,31392.0,26712.25,28150.5,25595.75,39942.5,51580.289175,40403.173875
415,1000955,221112,Power Plants,511.148,0.0,7724.22,2559.64,16930.536,39811.604,50547.512,188521.152,124461.988,174271.6
419,1005044,221112,Power Plants,28971.044,27964.896,68175.848,39403.852,53510.648,58276.98,59921.824,61806.868,45634.928,58042.332
420,1006409,221112,Power Plants,91792.802,89091.16,107608.108,89901.958,98317.578,87350.31,91802.742,90936.6,118128.17,203888.222
422,1001217,221112,Power Plants,8753.668,7983.02,17355.636,15503.94,39533.752,48914.72,44162.036,332.794,36373.016,35847.016
425,1000916,221112,Power Plants,1332339.237,2058845.168,1628051.709,3638072.418,3633159.707,3328482.095,4208817.649,4319722.426,4044927.252,4473702.626
426,1000691,221112,Power Plants,856199.108,1821781.554,2705406.554,2954464.14,2769176.878,3016435.372,2942840.874,2487491.204,3257176.05,3322883.796
429,1006841,486210,Petroleum and Natural Gas Systems,42969.788,95786.142,92328.652,93865.796,84910.68,87455.772,91019.208,85686.782,89266.066,81668.096
434,1007315,221112,Power Plants,138613.436,160829.804,95285.996,102294.972,63866.064,104443.312,123727.94,91143.412,79473.104,47001.876
435,1003689,324110,Petroleum and Natural Gas Systems,16329.84,17088.036,18864.88,20084.176,25923.852,16102.862,17054.562,35314.782,152668.194,156275.368
438,1005826,325211,Other,46223.376,42710.84,44367.332,41170.444,43868.084,40264.148,36064.764,31506.832,29307.94,33682.674
443,1001625,221112,Power Plants,3788.336,2966.588,5303.38,10245.812,5807.728,24566.308,58594.28,60206.424,66728.148,60978.22
444,1007072,562212,Waste,35188.25,34796.0,34245.0,33566.25,32758.5,32213.0,31870.0,31479.0,31128.25,30779.25
445,1007699,562212,Waste,166423.09,183428.282,145336.128,170502.338,178065.778,200940.958,184654.472,199790.97,214581.415397,217308.865724
447,1004861,312140,"Other,Suppliers of CO2,Waste",170977.108,167242.422,175163.14,130011.2,128565.828,131067.702,131921.116,149564.578,163028.322,183118.58
448,1000413,325193,"Other,Suppliers of CO2,Waste",266059.228,314257.058,338939.0,150714.34,400564.058,332748.784,542377.008,549514.128,543015.948,596664.044
451,1003209,486210,Petroleum and Natural Gas Systems,20347.938,17964.206,18582.846,18596.342,21881.296,29149.908,25027.328,13333.162,16277.204,28734.39
452,1004465,562212,Waste,37649.25,38351.0,38389.25,40229.5,44543.0,52274.75,51111.75,47578.25,49818.25,52356.75
454,1006878,311313,"Minerals,Waste",326971.214,374530.178,381125.534,375490.624,344421.528,332356.352,339197.834,343541.306,430934.838,312176.502
455,1010323,212112,Other,267077.75,293745.25,267034.75,513344.0,526392.25,500494.25,571135.0,514377.5,436039.5,420074.25
457,1001859,311314,Other,108846.638,105035.046,104231.846,98184.422,106311.298,104727.676,102040.828,101987.964,98156.87,99266.49
458,1001861,311314,Other,79665.176,84531.042,84652.796,81106.064,86377.364,82872.332,84396.864,81789.91,79804.138,79792.8
459,1005814,331492,Metals,116077.136,121550.784,142895.932,119404.084,116053.58,109479.336,111534.832,113203.084,130580.728,126928.36
460,1004427,331492,Metals,56957.29,88992.734,89339.482,85737.13,101842.424,111761.576,111366.28,128660.88,117497.78,118803.988
461,1004723,331492,Metals,150092.464,163593.142,164031.19,164935.956,182474.856,197960.708,207089.088,213709.78,210810.004,209517.76
462,1004997,331492,Metals,105617.292,109504.24,111936.04,103407.584,84848.144,96876.792,81805.292,111128.278,116877.34,77419.24
463,1005802,221112,Power Plants,179249.27,78939.756,129311.112,198641.666,233517.522,313986.066,348775.944,364295.328,416445.84,403359.316
465,1003757,331513,Metals,8873.116,18717.78,21269.02,17894.632,19262.128,27568.696,24471.108,17477.084,25199.756,27453.496
466,1000865,221112,Power Plants,292144.46,446954.524,763012.988,564018.536,711072.936,460345.224,406138.724,401495.94,513142.966,430385.728
468,1003759,334413,Other,32089.993394,36526.279394,35453.013394,34324.514591,31655.783394,32999.054576,37425.73407,33848.871,38263.917,41129.1409
469,1002181,327213,Minerals,97085.896,83826.064,93143.396,95672.488,94924.14,99841.976,98757.128,99022.928,98475.28,96011.236
470,1004943,327213,Minerals,58987.24,48809.94,92840.744,104973.708,107571.404,106647.756,101462.672,95668.936,99053.224,101513.328
471,1005074,327213,Minerals,93326.152,88788.512,78771.04,96091.456,97006.804,93428.712,81976.436,81988.188,98002.388,97969.184
