,Facility Id,Facility Name,State,Latitude,Longitude,Primary NAICS Code,Industry Type (sectors),CO2 emissions (non-biogenic) 
5435,1000863,Southwestern,OK,35.1009,-98.3524,221112,Power Plants,323874.8
5436,1007293,Sowega Power Project,GA,31.3869,-84.0814,221112,Power Plants,39446.3
5437,1009864,"Spartan Light Metal Products, Inc.",IL,38.1218,-89.695356,331523,Metals,5583.1
5438,1004269,Spearman Gas Processing Plant,TX,36.0842,-101.0478,211130,Petroleum and Natural Gas Systems,38293.1
5439,1000486,Spindle Hill Energy Center,CO,40.0914,-104.8819,221112,Power Plants,253587.3
5440,1000561,Spiritwood Station,ND,46.925,-98.5,221112,Power Plants,296783.3
5441,1004688,Sprague,OK,34.65138,-96.18033,486210,Petroleum and Natural Gas Systems,73206.3
5442,1012334,Spray Products Corporation,PA,40.10413,-75.31877,325998,"Chemicals,Industrial Gas Suppliers",358.0
5443,1012740,Spring Brook Gas Plant,ND,48.229118,-103.518843,211130,Petroleum and Natural Gas Systems,62416.0
5444,1000586,Spring Creek Energy Center,OK,35.7422,-97.655,221112,Power Plants,44387.5
5445,1007659,Springdale Generating Station (55196),PA,40.5447,-79.7678,221112,Power Plants,87858.2
5446,1007360,Springdale Generating Station (55710),PA,40.5456,-79.7669,221112,Power Plants,1481973.8
5447,1001196,Springerville Generating Station,AZ,34.3186,-109.1636,221112,Power Plants,7963034.0
5448,1004400,Springridge South Compressor Station,LA,32.195001,-93.901028,211120,Petroleum and Natural Gas Systems,143948.3
5449,1000295,"Spruance Genco, LLC",VA,37.4556,-77.4308,221112,Power Plants,0.0
5450,1013345,"Spruance Operating Services, LLC",VA,37.45566,-77.4267,221112,Power Plants,306593.8
5451,1012885,St Charles Energy Center,MD,38.593093,-76.9066829,221112,Power Plants,1441822.6
5452,1007031,St Charles Operations (Taft/Star) Union Carbide Corp,LA,29.9829,-90.4437,325199,Chemicals,2747019.2
5453,1005629,St Marys Cement INC,MI,45.316951,-85.299349,327310,Minerals,1442963.8
5454,1000678,St. Clair,MI,42.7642,-82.4719,221112,Power Plants,1901037.1
5455,1006116,St. Francis Power Plant,MO,36.5852,-90.1779,221112,Power Plants,392836.4
5456,1002590,St. Francisville,LA,30.83611,-91.2525,486210,Petroleum and Natural Gas Systems,12310.0
5457,1012942,St. Joseph Energy Center LLC,IN,41.697037,-86.47686,221112,Power Plants,1724088.2
5458,1013867,St. Lawrence Gas Plant,TX,31.831525,-101.682689,211130,Petroleum and Natural Gas Systems,53394.9
5459,1001282,St. Nicholas Cogeneration Project,PA,40.8222,-76.1736,221112,Power Plants,1140135.7
5460,1012923,St. Paul Compressor Station,IN,38.9572194,-85.8895551,486210,Petroleum and Natural Gas Systems,142302.7
5461,1002027,"St. Paul Park Refining Company, LLC",MN,44.850583,-93.002139,324110,"Chemicals,Petroleum Product Suppliers,Refineries",865072.5
5462,1013578,St.Charles,LA,30.004648,-90.464826,221112,Power Plants,2242178.4
5463,1008054,"Standard Forged Products, LLC - McKees Rocks",PA,40.4819,-80.06501,332111,Other,12416.8
5464,1008132,Stanley Booster Station,ND,48.3271267,-102.4288062,486210,Petroleum and Natural Gas Systems,20838.7
5465,1007317,Stanton A,FL,28.4881,-81.1675,221112,Power Plants,850980.1
5466,1013939,"Stanton Energy Reliability Center, LLC",CA,33.8073,-117.9833,221112,Power Plants,25587.3
5467,1001111,State Line (MO),MO,37.0659,-94.614,221112,Power Plants,1052951.2
5468,1003657,Stateline Compressor Station,TX,32.46806,-94.073059,486210,Petroleum and Natural Gas Systems,41996.1
5469,1009892,Station 523 (Cocodrie Compressor Station),LA,29.24884,-90.66038,486210,Petroleum and Natural Gas Systems,1278.9
5470,1013887,Steamboat Processing Facility,WY,42.793572,-105.490897,213112,Petroleum and Natural Gas Systems,75918.7
5471,1003059,Steel Dynamics,IN,39.34439,-87.42121,331221,Metals,28841.9
5472,1004616,"Steel Dynamics Columbus, LLC",MS,33.452917,-88.580278,331110,Metals,537062.8
5473,1013269,"Steel Dynamics, Inc.",IN,38.3229,-85.673182,332812,Other,34272.5
5474,1002642,Steele City Compressor Station,NE,40.01646,-96.8968,486210,Petroleum and Natural Gas Systems,4823.3
5475,1011916,Steele County Landfill,MN,43.95541,-93.10591,562212,Waste,40.7
5476,1001948,Steelhead Platform,AK,60.83125466,-151.6042635,211120,Petroleum and Natural Gas Systems,86745.3
5477,1006573,Stepan,NC,34.31065,-77.98461,325211,Other,24922.3
5478,1011986,Sterling Energy Investments LLC Centennial Gas Plant,CO,40.711642,-104.285426,486210,Petroleum and Natural Gas Systems,35294.0
5479,1007919,Sterling Power Plant,NY,43.0803,-75.6003,221112,Power Plants,1956.0
5481,1001021,Stony Brook,MA,42.1977,-72.5103,221112,Power Plants,50853.6
5482,1006440,Stony Point,NY,41.24139,-74.02246,486210,Petroleum and Natural Gas Systems,62048.5
5483,1001556,Streeter Station,IA,42.5267,-92.4394,221112,Power Plants,5130.0
5484,1003482,Streetman Plant,TX,31.9102,-96.3491,212324,Other,91483.4
5485,1007619,Stryker Creek,TX,31.9381,-94.9883,221112,Power Plants,132478.7
5486,1009103,Stuart Plant,OK,34.881828,-96.053738,213112,Petroleum and Natural Gas Systems,8825.8
5488,1000799,Sugar Creek Generating Station,IN,39.3922,-87.5103,221112,Power Plants,1281519.4
5489,1006936,Summit Sustainable Ingredients DBA Prairie Horizon Agri Energy,KS,39.760046,-99.304262,325193,Other,41744.3
5490,1000222,Sumpter Plant,MI,42.167,-83.5318,221112,Power Plants,237270.7
5491,1011465,Sun Peak Generating Station,NV,36.137174,-115.034529,221112,Power Plants,82455.7
5492,1006159,SunCoke Energy Middletown Operations,OH,39.47215,-84.39693,324199,Metals,380384.9
5493,1000237,Sundance Power Plant,AZ,32.9285,-111.5899,221112,Power Plants,252591.8
5494,1007748,"Sunny Farms Landfill, LLC",OH,41.108215,-83.413383,562212,Waste,35.1
5495,1001670,Sunray Compressor Station,TX,35.962099,-101.815592,486210,Petroleum and Natural Gas Systems,22621.4
5496,1003221,Sunray Gas Plant,TX,35.962099,-101.815592,211130,Petroleum and Natural Gas Systems,73259.4
5497,1000102,Sunrise Power Company,CA,35.2097,-119.585,221112,Power Plants,1122283.4
5498,1011726,Superior Forge & Steel Corporation,OH,40.71044,-84.10831,331513,Metals,16704.3
5499,1013693,Superior Pipeline Company - Reeding Plant,OK,35.76936,-97.69185,211130,Petroleum and Natural Gas Systems,65391.8
5500,1003472,Superior Refining Company LLC,WI,46.6915,-92.072,324110,"Petroleum Product Suppliers,Refineries",25463.9
5501,1001549,Sutherland,IA,42.0472,-92.8627,221112,Power Plants,1093562.3
5502,1013316,Suwannee Mill,FL,30.362514,-83.105987,321113,Other,0.0
5503,1001490,Suwannee River Power Plant,FL,30.3764,-83.1806,221112,Power Plants,44183.6
5504,1000697,Sweatt Electric Generating Plant,MS,32.2925,-88.7461,221112,Power Plants,8773.3
5505,1012975,Sweetwater Compressor Station,TX,32.2118056,-100.5071143,486210,Petroleum and Natural Gas Systems,61912.1
5507,1000520,Sycamore Combustion Turbine,IA,41.6722,-93.6769,221112,Power Plants,3955.2
5508,1004476,Sycamore Ridge Landfill/Victory Landfill,IN,39.310114,-87.331644,562212,Waste,41.6
5509,1000298,Sylvarena Generating Plant,MS,31.9842,-89.4131,221112,Power Plants,117025.8
5510,1004393,Symrise,GA,31.108055,-81.549463,325199,Chemicals,23503.0
5511,1007064,Symrise,FL,30.380131,-81.664313,325199,Chemicals,21152.2
5512,1000996,T C Ferguson Power Plant,TX,30.558,-98.3705,221112,Power Plants,1284949.9
5513,1007243,T H Wharton,TX,29.9414,-95.5333,221112,Power Plants,519171.9
5514,1006210,T J Labbe Electric Generating Station,LA,30.2554,-92.0433,221112,Power Plants,12644.6
5518,1002778,"TALCO Midstream Assets, LTD. - Holly Common Point #3 Compressor Station",LA,32.16151,-93.713075,211130,Petroleum and Natural Gas Systems,141399.2
5519,1007449,"TALCO Midstream Assets, LTD. - Holly Common Point #6 Facility",TX,32.91593,-96.77249,211130,Petroleum and Natural Gas Systems,84057.1
5520,1005800,TAMCO,CA,34.09787,-117.529362,331110,Metals,18380.4
5521,1004985,TAMINCO US LLC,LA,30.250833,-91.092278,325199,Chemicals,55363.6
5522,1008023,TAMINCO US LLC,FL,30.589186,-87.136517,325199,Chemicals,65018.5
5524,1006392,TARGA BENEDUM EDWARD JOYCE GAS PROCESSING PLANT,TX,31.33556,-101.797218,211130,Petroleum and Natural Gas Systems,207624.021401108
5525,1012465,TARGA Buffalo Gas Processing Plant,TX,32.1309623,-101.8015688,211130,Petroleum and Natural Gas Systems,59615.9619929404
5526,1004593,TARGA COALGATE STONEWALL GAS PROCESSING PLANT,OK,34.586443,-96.287956,211130,Petroleum and Natural Gas Systems,74042.6759411671
5527,1010780,TARGA DRIVER JOHNSON GAS PROCESSING PLANT,TX,31.502598,-101.911987,211130,Petroleum and Natural Gas Systems,190384.549864341
5528,1013511,TARGA FALCON GAS PROCESSING PLANT,TX,31.9816,-104.065,211130,Petroleum and Natural Gas Systems,38663.1
5529,1013787,TARGA GATEWAY GAS PROCESSING PLANT,TX,31.6446303729587,-101.632035540893,211130,Petroleum and Natural Gas Systems,54252.5416058381
5530,1013184,TARGA HICKORY HILLS GAS PROCESSING PLANT,OK,34.911552,-96.134662,211130,Petroleum and Natural Gas Systems,53328.2137780379
5531,1012845,TARGA LOVING GAS PROCESSING PLANT,TX,31.81881,-103.6594267,211130,Petroleum and Natural Gas Systems,21254.85540131511
5532,1001638,TARGA MIDKIFF GAS PROCESSING PLANT,TX,31.502598,-101.911987,211130,Petroleum and Natural Gas Systems,207222.150045563
5533,1013185,TARGA OAHU GAS PROCESSING PLANT,TX,31.242421,-103.067545,211130,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",38536.9535344579
5534,1011558,TARGA PEMBROOK GAS PROCESSING PLANT,TX,31.632682,-101.843305,211130,Petroleum and Natural Gas Systems,218337.1
5535,1013786,TARGA PEREGRINE GAS PROCESSING PLANT,TX,31.8255507362119,-103.908789771562,211130,Petroleum and Natural Gas Systems,23387.64633089317
5536,1012846,TARGA RAPTOR GAS PROCESSING PLANT,TX,28.407351,-99.255954,211130,Petroleum and Natural Gas Systems,7106.62044049926
5537,1011129,TARGA SILVER OAK GAS PLANT,TX,28.555548,-97.856385,211130,Petroleum and Natural Gas Systems,68243.72187008889
5538,1011130,TARGA TUPELO GAS PROCESSING PLANT,OK,34.5864,-96.288,211130,Petroleum and Natural Gas Systems,29142.9645648827
5539,1007903,TARGA VELMA GAS PROCESSING PLANT,OK,34.4615,-97.6905,211130,Petroleum and Natural Gas Systems,34444.5782656126
5540,1001635,TARGA WAYNOKA NATURAL GAS PROCESSING PLANT,OK,36.6526,-98.7673,211130,Petroleum and Natural Gas Systems,80391.13720386864
5541,1013183,TARGA WILDCAT GAS PROCESSING PLANT,TX,31.805233,-103.241229,211130,"Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",155413.609141797
5542,1007052,TARMAC PENNSUCO COMPLEX,FL,25.8739,-80.3756,327310,Minerals,1272755.7
5543,1001624,TATE & LYLE CITRIC ACID,OH,39.82359,-84.16935,325199,Chemicals,31553.2
5544,1005988,TATE & LYLE LAFAYETTE SOUTH,IN,40.37909,-86.83882,311221,Other,216293.9
5545,1001675,TATE & LYLE SAGAMORE,IN,40.43921,-86.8601,311221,Other,127845.0
5546,1003532,TAUNTON SANITARY LANDFILL,MA,41.92299,-71.086477,562212,Waste,19.6
5547,1006204,TAZEWELL RECYCLING & DISPOSAL FACILITY,IL,40.67536,-89.50504,562212,Waste,651.2
5548,1003473,TC INDUSTRIES INC,IL,42.275197,-88.289724,332811,Other,18758.0
5549,1005711,TDX NORTH SLOPE GEN/NORTH SLOPE GENERATI,AK,70.200176,-148.466685,221112,Power Plants,87945.0
5553,1005851,TEMPLE UNIVERSITY,PA,39.979354,-75.151017,611310,Other,31704.6
5554,1005471,TEMPLE UNIVERSITY HEALTH SCIENCES CAMPUS,PA,40.00436,-75.1498,611310,Other,28038.2
5555,1003716,TENNESSEE ALLOYS CORPORATION,AL,34.94458,-85.69987,331110,Metals,165287.1
5557,1005788,TERRA INTERNATIONAL (OKLAHOMA) INC,OK,36.43722,-99.47108,325311,"Chemicals,Suppliers of CO2",1007327.8
5558,1000534,TES Filer City Station,MI,44.217,-86.2906,221112,Power Plants,532175.3
5559,1007741,TESORO ALASKA PETROLEUM CO,AK,60.683603,-151.367204,324110,"Chemicals,Petroleum and Natural Gas Systems,Refineries",472738.8
5560,1003904,TESORO CORPORATION-ANACORTES REFINERY,WA,48.489534,-122.564292,324110,Refineries,1203490.5
5561,1007390,TESORO REFINING AND MARKETING COMPANY GOLDEN EAGLE REFINERY,CA,38.0251,-122.0639,324110,"Chemicals,Refineries,Suppliers of CO2",771306.1
5562,1004578,"TETRA Technologies, Inc.",AR,33.178611,-92.719167,325199,Chemicals,7339.5
5564,1003557,TEXAS GAS TRANSMISSION - GREENVILLE STATION,MS,33.392476,-91.017584,486210,Petroleum and Natural Gas Systems,41002.0
5565,1003945,TEXAS INSTRUMENTS NORTH CAMPUS,TX,32.93311,-96.7537,334413,Other,43808.8
5566,1002102,TEXAS LEHIGH CEMENT COMPANY LP,TX,30.0536,-97.8572,327310,Minerals,1020541.6
5567,1000053,TEXAS MEDICAL CENTER CENTRAL HEATING AND COOLING SERVICES CORPORATION,TX,29.703682,-95.396186,221330,Power Plants,112645.3
5568,1004040,TEXAS TECH UNIVERSITY,TX,33.59223,-101.880084,611310,Other,63003.1
5570,1007980,TEXTRON CWC DIVISION,MI,43.205414,-86.270352,331511,Metals,33796.2
5571,1013263,TG Missouri Corporation,MO,37.747231,-89.868332,336390,Metals,13034.6
5572,1008595,"TGG Pipeline, Ltd. - Shelby #3 Facility",TX,32.91593,-96.77249,211130,Petroleum and Natural Gas Systems,66910.5
5573,1008233,"TGP Station 071 Middleton, TN",TN,35.032933,-88.894599,486210,Petroleum and Natural Gas Systems,18852.5
5574,1009199,"TGP Station 096 Campbellsville, KY",KY,37.412284,-85.391864,486210,Petroleum and Natural Gas Systems,21326.2
5575,1010497,"TGP Station 106 Clay City, KY",KY,37.923253,-83.984888,486210,Petroleum and Natural Gas Systems,143636.8
5576,1013236,"TGP Station 114 Catlettsburg, KY",KY,38.271667,-82.575,486210,Petroleum and Natural Gas Systems,62661.6
5577,1013672,"TGP Station 119A Rocky Fork, WV",WV,38.4504410712753,-81.7167670409154,486210,Petroleum and Natural Gas Systems,61274.7
5578,1013568,"TGP Station 11A Edna, TX",TX,28.980402,-96.666034,486210,Petroleum and Natural Gas Systems,53334.9
5579,1007191,"TGP Station 200 Greenup, KY",KY,38.544371,-82.928643,486210,Petroleum and Natural Gas Systems,66400.6
5580,1010500,TGP Station 204 Albany,OH,39.215277,-82.260032,486210,Petroleum and Natural Gas Systems,60783.4
5581,1001846,TGP Station 209 CAMBRIDGE (Cumberland),OH,39.93917,-81.68208,486210,Petroleum and Natural Gas Systems,49991.2
5582,1001660,TGP Station 214 Carrollton,OH,40.6217,-81.0463,486210,Petroleum and Natural Gas Systems,61298.7
5583,1001928,TGP Station 219 Mercer,PA,41.276155,-80.271841,486210,Petroleum and Natural Gas Systems,36073.6
5584,1001653,TGP Station 229 Hamburg,NY,42.67698,-78.82736,486210,Petroleum and Natural Gas Systems,7867.5
5585,1010996,"TGP Station 230, Lockport Compressor Station",NY,43.159,-78.75462,486210,Petroleum and Natural Gas Systems,73258.2
5586,1001652,TGP Station 241 Lafayette,NY,42.93948,-76.11411,486210,Petroleum and Natural Gas Systems,31860.7
5587,1006042,TGP Station 245 West Winfield,NY,42.874342,-75.171191,486210,Petroleum and Natural Gas Systems,12285.2
5588,1001661,TGP Station 249 Carlisle,NY,42.766734,-74.461355,486210,Petroleum and Natural Gas Systems,17067.0
5589,1008238,TGP Station 254 Nassau,NY,42.512239,-73.630073,486210,Petroleum and Natural Gas Systems,20693.2
5590,1010498,TGP Station 261 Agawam,MA,42.0336,-72.63702,486210,Petroleum and Natural Gas Systems,16614.8
5591,1009333,TGP Station 264 Charlton,MA,42.1218,-72.0021,486210,Petroleum and Natural Gas Systems,26472.5
5592,1010499,TGP Station 266A Mendon,MA,42.07804,-71.50657,486210,Petroleum and Natural Gas Systems,7435.9
5593,1011628,"TGP Station 303, Seneca, PA",PA,41.3677,-79.6621,486210,Petroleum and Natural Gas Systems,51943.3
5594,1001856,TGP Station 307 Pigeon (Kane),PA,41.54093,-79.03896,486210,Petroleum and Natural Gas Systems,43112.4
5595,1012158,"TGP Station 310 Smethport, PA",PA,41.7694458,-78.4297187,486210,Petroleum and Natural Gas Systems,42079.7
5596,1001658,TGP Station 313 Coudersport,PA,41.8504,-77.99874,486210,Petroleum and Natural Gas Systems,31742.4
5597,1010483,TGP Station 315 Wellsboro,PA,41.73773,-77.31198,486210,Petroleum and Natural Gas Systems,80961.4
5598,1012913,"TGP Station 317 Troy, PA",PA,41.739335,-76.79575,486210,Petroleum and Natural Gas Systems,58931.9
5599,1013237,"TGP Station 32 Jasper, TX",TX,30.985025,-94.137507,486210,Petroleum and Natural Gas Systems,23328.7
5600,1009203,TGP Station 321 Clifford,PA,41.711704,-75.599445,486210,Petroleum and Natural Gas Systems,51692.2
5601,1008247,TGP Station 325 Sussex,NJ,41.23663,-74.64969,486210,Petroleum and Natural Gas Systems,62851.4
5602,1013569,"TGP Station 3A San Patricio, TX",TX,28.048657,-97.564005,486210,Petroleum and Natural Gas Systems,31494.5
5603,1002018,"TGP Station 40 Natchitoches, LA",LA,31.728614,-93.05762,486210,Petroleum and Natural Gas Systems,25492.0
5604,1001853,"TGP Station 47 West Monroe, LA",LA,32.555725,-92.18265,486210,Petroleum and Natural Gas Systems,10900.1
5605,1011457,"TGP Station 542, Dekalb, MS",MS,32.640483,-88.66135,486210,Petroleum and Natural Gas Systems,53461.8
5606,1009205,"TGP Station 546 Columbus, MS",MS,33.44875,-88.359,486210,Petroleum and Natural Gas Systems,64924.9
5607,1012914,"TGP Station 550 Hamilton, AL",AL,34.237576,-88.081613,486210,Petroleum and Natural Gas Systems,60877.9
5608,1012285,"TGP Station 555 Collinwood, Cypress Inn, TN",TN,35.02237,-87.75744,486210,Petroleum and Natural Gas Systems,56493.6
5609,1013560,"TGP Station 563 Joelton, TN",TN,36.34498,-86.87231,486210,Petroleum and Natural Gas Systems,57171.0
5610,1005986,"TGP Station 823 Kinder, LA",LA,30.437424,-92.875148,486210,Petroleum and Natural Gas Systems,50715.2
5611,1013561,"TGP Station 827 Alexandria, LA",LA,31.190566,-92.355996,486210,Petroleum and Natural Gas Systems,30142.6
5612,1001659,"TGP Station 860 Centerville, TN",TN,35.84655,-87.443085,486210,Petroleum and Natural Gas Systems,68612.2
5613,1010495,"TGP Station 87 Portland, TN",TN,36.615862,-86.558936,486210,Petroleum and Natural Gas Systems,71519.9
5614,1012270,"TGP Station 871 Campbellsville, KY",KY,37.224989,-85.343863,486210,Petroleum and Natural Gas Systems,15387.9
5615,1013565,"TGP Station 875 Richmond, KY",KY,37.808947,-84.259771,486210,Petroleum and Natural Gas Systems,44327.5
5616,1012474,TGP Station 9 VIctoria TX,TX,28.69809,-96.94545,486210,Petroleum and Natural Gas Systems,12243.4
5617,1008006,THARALDSON ETHANOL PLANT I LLC,ND,46.90361,-97.26349,325193,Other,262962.3
5618,1007933,THE ANDERSONS MARATHON HOLDINGS LLC,MI,42.259646,-84.789726,325193,"Other,Suppliers of CO2",191836.4
5619,1005969,THE ANDERSONS MARATHON HOLDINGS LLC,IN,40.719022,-86.435982,325193,Other,170469.3
5620,1007565,THE ANDERSONS MARATHON HOLDINGS LLC,IA,41.994167,-95.39,325193,"Other,Suppliers of CO2",71898.8
5621,1000035,THE ANDERSONS MARATHON HOLDINGS LLC,OH,40.081111,-84.591667,325193,"Other,Suppliers of CO2",164777.4
5622,1005773,THE BELDEN BRICK COMPANY (0679000118),OH,40.5117,-81.6389,327120,Minerals,60108.5
5623,1000639,THE BOEING COMPANY,WA,47.283625,-122.24277,336413,Other,34924.5
5624,1006075,THE COLLEGE OF NEW JERSEY,NJ,40.271251,-74.782693,611310,Other,23051.9
5625,1001922,THE GEORGE WASHINGTON UNIVERSITY,DC,38.89735,-77.045339,611310,Other,33941.1
5626,1004610,THE GOODYEAR TIRE & RUBBER COMPANY - TOPEKA KANSAS PLANT,KS,39.09099,-95.69256,326211,Other,40093.3
5627,1000907,THE MORNING STAR PACKING CO (Los Banos),CA,37.09415,-120.92547,311421,Other,59594.5
5628,1001739,THE WESTERN SUGAR COOPERATIVE,WY,44.8378,-108.4054,311313,Minerals,32179.4
5629,1007883,THERMAFIBER INC,IN,40.796213,-85.860415,327993,Minerals,30800.0
5630,1007678,THIELE KAOLIN COMPANY REEDY CREEK PLANT,GA,33.265588,-82.450119,212324,Other,40054.6
5631,1002045,THIELE KAOLIN SANDERSVILLE,GA,32.96749,-82.81749,212324,Other,87324.6
5632,1002339,THILMANY MILL,WI,44.2829,-88.2518,322121,"Pulp and Paper,Waste",314761.7
5633,1002465,THOMAS GAS PROCESSING PLT,OK,35.74004,-98.79792,211130,Petroleum and Natural Gas Systems,482.9
5636,1007868,TICONA POLYMERS INCORPORATED,TX,27.568362,-97.825301,325199,Chemicals,391278.4
5637,1004458,TILDEN MINING COMPANY L C,MI,46.439735,-87.649771,212210,Metals,848891.4
5639,1003860,TIMKENSTEEL CORP (1576000613),OH,40.780505,-81.397259,331110,Metals,203281.7
5640,1001817,TINKER AIR FORCE BASE,OK,35.413973,-97.401494,928110,Other,67256.3
5641,1001894,TIOGA GAS PROCESSING PLANT,ND,48.40152,-102.91418,211130,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",223070.5918910106
5642,1006540,TITAN TIRE CORP,IA,41.585129,-93.571589,326211,Other,21072.9
5643,1003486,TITAN TIRE CORPORATION OF FREEPORT,IL,42.273493,-89.539572,326211,Other,31441.3
5644,1004944,TITANIUM METALS CORP TORONTO PLANT,OH,40.44702,-80.61103,331491,Metals,37704.0
5646,1000338,"TORAY PLASTICS (AMERICA), INC.",RI,41.592096,-71.427317,326113,Other,94285.5
5647,1007722,TORO ENERGY OF OHIO - AMERICA S LANDFILL GAS,OH,40.707476,-81.259879,562212,Waste,2482.8
5648,1007329,TORRANCE REFINING COMPANY LLC,CA,33.854967,-118.336907,324110,"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2796249.6
5649,1000807,"TOTAL PETROCHEMICALS & REFINING USA, INC. - CARVILLE POLYSTYRENE PLANT",LA,30.228333,-91.0725,325211,Other,15153.1
5651,1006505,TOWNER COMPRESSOR STATION,ND,48.253069,-100.431591,486210,Petroleum and Natural Gas Systems,83805.5
5653,1004949,TOYOTA MOTOR MANUFACTURING KENTUCKY INCORPORATED,KY,38.26035,-84.534367,336111,Other,89754.8
5654,1003585,TOYOTA MOTOR MANUFACTURING TEXAS INC,TX,29.26632,-98.54661,336112,Other,26007.7
5655,1001828,TOYOTA MOTOR MFG IN INC,IN,38.2927,-87.5645,336112,Other,52847.7
5657,1005198,TPC GROUP LLC,TX,29.69845,-95.254597,325110,Chemicals,666077.7
5658,1006431,TPIC Basin 940 - Breton Sound 20-21,LA,29.578389,-89.116639,211120,Petroleum and Natural Gas Systems,49039.8
5659,1007321,TPIC Basin 940 - Main Pass 69 B South,LA,29.241,-89.0764,211120,Petroleum and Natural Gas Systems,19386.3
5660,1005506,TRADEMARK NITROGEN CORP.,FL,27.954221,-82.348762,325311,Chemicals,816.1
5661,1007897,TRAIL RIDGE LANDFILL INC,FL,30.231429,-82.003313,562212,Waste,1044.1
5662,1005185,TRANS ALASKA PIPELINE SYSTEM PUMP STATION 3,AK,68.842778,-148.829722,486110,Other,57525.1
5663,1005187,TRANS ALASKA PIPELINE SYSTEM PUMP STATION 4,AK,68.5075,-149.675833,486110,Other,54212.0
5664,1011795,TRANS ALASKA PIPELINE SYSTEM PUMP STATION 7,AK,70.2572,-148.6188,486110,Other,8882.0
5665,1003864,TRANS-JORDAN LANDFILL,UT,40.558016,-112.055531,562212,Waste,92.3
5666,1013536,TRANSCO STATION 023,TX,28.7046,-96.9307,486210,Petroleum and Natural Gas Systems,35978.9
5667,1012931,TRANSCO STATION 042,LA,30.3583,-93.6016,486210,Petroleum and Natural Gas Systems,76111.9
5668,1013329,TRANSCO STATION 084,AL,32.050551,-88.38196,486210,Petroleum and Natural Gas Systems,12122.7
5669,1007006,TRANSCO STATION 100,AL,32.67078,-86.718256,486210,Petroleum and Natural Gas Systems,10810.4
5670,1006954,TRANSCO STATION 105,AL,32.883333,-86.166667,486210,Petroleum and Natural Gas Systems,82533.2
5671,1007049,TRANSCO STATION 110,AL,33.151313,-85.512408,486210,Petroleum and Natural Gas Systems,75273.5
5672,1013305,TRANSCO STATION 116,GA,33.48519,-84.91567,486210,Petroleum and Natural Gas Systems,31930.6
5673,1007004,TRANSCO STATION 120,GA,33.5711,-84.2533,486210,Petroleum and Natural Gas Systems,53049.6
5674,1008043,TRANSCO STATION 130,GA,34.09976,-83.08435,486210,Petroleum and Natural Gas Systems,30868.6
5675,1007003,TRANSCO STATION 140,SC,34.846944,-82.010556,486210,Petroleum and Natural Gas Systems,16270.8
5676,1006973,TRANSCO STATION 150,NC,35.52548,-80.85899,486210,Petroleum and Natural Gas Systems,30976.2
5677,1008045,TRANSCO STATION 160,NC,36.34204,-79.82038,486210,Petroleum and Natural Gas Systems,45070.2
5678,1006997,TRANSCO STATION 165/166,VA,36.83236,-79.33587,486210,Petroleum and Natural Gas Systems,103711.6
5679,1007042,TRANSCO STATION 170,VA,37.345201,-78.87385,486210,Petroleum and Natural Gas Systems,74679.3
5680,1008046,TRANSCO STATION 180,VA,38.301948,-77.9624,486210,Petroleum and Natural Gas Systems,76213.2
5681,1006998,TRANSCO STATION 185,VA,38.8021,-77.5017,486210,Petroleum and Natural Gas Systems,9996.7
5682,1006953,TRANSCO STATION 190,MD,39.26551,-76.9267,486210,Petroleum and Natural Gas Systems,96789.1
5683,1009006,TRANSCO STATION 30,TX,29.27916,-96.28888,486210,Petroleum and Natural Gas Systems,19253.5
5684,1009007,TRANSCO STATION 44,LA,29.7609207,-93.6435561,486210,Petroleum and Natural Gas Systems,75147.5
5685,1009008,TRANSCO STATION 45,LA,30.432649,-93.23259,486210,Petroleum and Natural Gas Systems,31490.8
5686,1002711,TRANSCO STATION 515,PA,41.1786,-75.68904,486210,Petroleum and Natural Gas Systems,119647.4
5687,1009159,TRANSCO STATION 517,PA,41.26968,-76.42972,486210,Petroleum and Natural Gas Systems,35419.5
5688,1007048,TRANSCO STATION 54,LA,30.671703,-92.125385,486210,Petroleum and Natural Gas Systems,26559.3
5689,1007081,TRANSCO STATION 60,LA,30.744478,-91.26615,486210,Petroleum and Natural Gas Systems,33714.4
5690,1007016,TRANSCO STATION 70,MS,31.246444,-90.199889,486210,Petroleum and Natural Gas Systems,16268.2
5691,1007043,TRANSCO STATION 80,MS,31.8153,-89.04899,486210,Petroleum and Natural Gas Systems,52807.0
5692,1009151,TRANSCO STATION 83,AL,31.084131,-88.3195,486210,Petroleum and Natural Gas Systems,35283.1
5693,1009152,TRANSCO STATION 85,AL,32.060819,-88.36416,486210,Petroleum and Natural Gas Systems,54364.5
5694,1007005,TRANSCO STATION 90,AL,32.202436,-87.947919,486210,Petroleum and Natural Gas Systems,134448.0
5695,1009727,TRANSCO STATION 95,AL,32.433391,-87.329508,486210,Petroleum and Natural Gas Systems,35522.8
5696,1002818,TREASURE COAST ENERGY CENTER,FL,27.3839,-80.3775,221112,Power Plants,746799.9
5697,1006662,TRENTON AGRI PRODUCTS,NE,40.19618,-100.98,325193,Other,46405.5
